scored_at,id,project_name,district,beds,price,psf,mmr,score_1000
2026-06-07,500130453,Dairy Farm Residences,D23,3,1728000,1846.15,1473.6,260
2026-06-07,60060465,Tree House,D23,2,1268865,1473.71,1537.3,746
2026-06-07,60209921,Guilin View,D23,3,1510000,1199.36,1510.1,543
2026-06-07,60202483,Hillvista,D23,3,2200000,1928.13,1479.7,301
2026-06-07,500130373,Eco Sanctuary,D23,3,1780000,1797.98,1496.3,428
2026-06-07,24034398,Hilltop Grove,D23,3,1350000,1140.2,1492.8,400
2026-06-07,500121928,Blossom Residences,D23,3,1770000,1245.6,1523.2,647
2026-06-07,24450451,Bukit 828,D23,2,1100000,1762.82,1518.3,609
2026-06-07,500075613,The Warren,D23,2,1330000,1236.06,1513.3,569
2026-06-07,500122655,Narra Residences,D23,3,2490000,2161.46,1512.5,562
2026-06-07,500099760,Hillsta,D23,3,1700000,1409.62,1525.3,663
2026-06-07,25397604,Hillsta,D23,2,1250000,1470.59,1524.5,657
2026-06-07,60012681,Parkview Apartments,D23,3,1199000,1071.49,1486.7,352
2026-06-07,23296147,Kingsford Hillview Peak,D23,2,1280000,1628.5,1505.2,501
2026-06-07,60075197,Eco Sanctuary,D23,2,1280000,1828.57,1496.2,427
2026-06-07,500122083,Narra Residences,D23,3,2082000,2103.03,1517.2,600
2026-06-07,500084035,The Warren,D23,3,1608000,1298.87,1503.1,484
2026-06-07,25618726,Altura,D23,3,1370000,1397.96,1523.5,650
2026-06-07,500082585,Foresque Residences,D23,3,2188000,1767.37,1511.2,551
2026-06-07,500157716,The Warren,D23,3,1300000,1220.66,1513.6,572
2026-06-07,500017114,Hillview Heights,D23,3,2788888,1947.55,1456.1,164
2026-06-07,500019322,Narra Residences,D23,3,1600000,1955.99,1521.8,636
2026-06-07,500092787,Guilin View,D23,3,1680000,1200.86,1508.0,525
2026-06-07,500157554,Hillington Green,D23,3,2430143,1805.46,1508.8,532
2026-06-07,500048578,Narra Residences,D23,3,2121000,2118.88,1515.2,584
2026-06-07,60150921,Hillion Residences,D23,2,1400000,1971.83,1495.4,420
2026-06-07,500132794,Cashew Heights,D23,3,2888000,1741.86,1427.3,70
2026-06-07,500086236,Foresque Residences,D23,3,1880000,1587.84,1526.7,674
2026-06-07,500111170,Midwood,D23,3,1780000,1993.28,1494.9,417
2026-06-07,60141588,Phoenix Residences,D23,2,1150000,1979.35,1518.8,613
2026-06-07,500028228,Maysprings,D23,2,1100000,1361.39,1485.7,344
2026-06-07,500097280,Guilin View,D23,3,1510000,1199.36,1510.1,543
2026-06-07,500039228,The Skywoods,D23,3,1600000,1748.63,1510.3,544
2026-06-07,25569424,Foresque Residences,D23,3,1850000,1637.17,1522.4,641
2026-06-07,24771297,Hillsta,D23,2,1418888,1433.22,1527.2,677
2026-06-07,500122029,Narra Residences,D23,3,1895000,2173.17,1511.8,556
2026-06-07,500039855,Sol Acres,D23,2,1200000,1639.34,1524.4,656
2026-06-07,500133617,The Botany at Dairy Farm,D23,3,2288000,2470.84,1495.2,419
2026-06-07,60147887,Botanique at Bartley,D19,2,1480000,2052.7,1532.0,690
2026-06-07,500082966,Botanique at Bartley,D19,2,1488888,2065.03,1531.0,683
2026-06-07,500032098,Botanique at Bartley,D19,2,1488888,2065.03,1531.0,683
2026-06-07,500087981,Botanique at Bartley,D19,2,1325000,2016.74,1533.8,703
2026-06-07,25560210,Botanique at Bartley,D19,1,938000,1894.95,1552.1,813
2026-06-07,500151895,Botanique at Bartley,D19,2,1550000,2117.49,1527.0,654
2026-06-07,25639085,Botanique at Bartley,D19,2,1750000,2058.82,1532.5,694
2026-06-07,500125396,Botanique at Bartley,D19,3,2280000,2462.2,1498.9,425
2026-06-07,500071085,Botanique at Bartley,D19,2,1350000,2054.79,1530.9,682
2026-06-07,500123235,Botanique at Bartley,D19,1,915888,1771.54,1565.0,870
2026-06-07,500116936,Botanique at Bartley,D19,3,2298000,2398.75,1503.5,463
2026-06-07,23860072,Botanique at Bartley,D19,1,939000,1896.97,1552.0,813
2026-06-07,25606660,Botanique at Bartley,D19,2,1550000,2117.49,1527.0,654
2026-06-07,500105397,Botanique at Bartley,D19,2,1350000,2054.79,1530.9,682
2026-06-07,500149272,Botanique at Bartley,D19,2,1350000,2054.79,1530.9,682
2026-06-07,500060652,Botanique at Bartley,D19,2,1580000,2158.47,1523.8,628
2026-06-07,500158029,Botanique at Bartley,D19,2,1647000,2250.0,1516.9,573
2026-06-07,60080752,Botanique at Bartley,D19,1,933000,1884.85,1553.1,818
2026-06-07,60189652,Botanique at Bartley,D19,1,933000,1884.85,1553.1,818
2026-06-07,60022003,Botanique at Bartley,D19,2,1385000,2108.07,1526.7,651
2026-06-07,500151092,Botanique at Bartley,D19,2,1528000,2087.43,1529.3,670
2026-06-07,500021710,Botanique at Bartley,D19,3,2350000,2453.03,1499.7,431
2026-06-07,500101206,Botanique at Bartley,D19,3,2380000,2570.19,1491.4,365
2026-06-07,25360193,Botanique at Bartley,D19,2,1290000,1963.47,1538.0,731
2026-06-07,500002389,Botanique at Bartley,D19,1,932000,1882.83,1553.2,818
2026-06-07,25325397,Botanique at Bartley,D19,2,1360000,2070.02,1529.7,673
2026-06-07,500111005,Botanique at Bartley,D19,1,918000,1775.63,1564.6,868
2026-06-07,500133653,Botanique at Bartley,D19,1,1000000,2020.2,1541.5,754
2026-06-07,60073415,Botanique at Bartley,D19,1,988000,1995.96,1543.7,767
2026-06-07,25237409,Botanique at Bartley,D19,1,910000,1760.15,1566.0,873
2026-06-07,500136581,Tre Residences,D14,3,1480000,1937.17,1524.6,635
2026-06-07,500081982,City Gate,D07,2,1620000,2314.29,1494.3,388
2026-06-07,500000297,City Gate,D07,3,2000000,2185.79,1501.1,443
2026-06-07,500134380,City Gate,D07,2,1650000,2191.24,1501.8,449
2026-06-07,25601530,City Gate,D07,2,1620000,2389.38,1488.7,345
2026-06-07,21631899,City Gate,D07,1,959999,2123.89,1508.0,500
2026-06-07,500130455,City Gate,D07,2,1788888,2216.71,1501.2,444
2026-06-07,24757155,City Gate,D07,2,1690000,2180.65,1502.5,454
2026-06-07,25544154,City Gate,D07,2,1700000,2394.37,1489.5,350
2026-06-07,60079412,City Gate,D07,2,1600000,2250.35,1498.1,418
2026-06-07,21696733,City Gate,D07,1,960000,2227.38,1501.4,445
2026-06-07,25615512,City Gate,D07,2,1880000,2329.62,1495.2,395
2026-06-07,24715257,City Gate,D07,1,968000,2245.94,1500.2,435
2026-06-07,60209292,City Gate,D07,2,1600000,2285.71,1496.0,401
2026-06-07,500013224,City Gate,D07,2,1690000,2180.65,1502.5,454
2026-06-07,23874295,City Gate,D07,2,1250000,2192.98,1497.7,415
2026-06-07,21855946,City Gate,D07,2,1560000,2264.15,1496.4,404
2026-06-07,500146959,City Gate,D07,2,1288888,2261.21,1493.5,381
2026-06-07,500148699,City Gate,D07,1,960000,2227.38,1501.4,445
2026-06-07,25398269,Skysuites @ Anson,D02,2,1500000,2248.88,1494.2,387
2026-06-07,23860543,Skysuites @ Anson,D02,2,1580000,2368.82,1487.2,333
2026-06-07,25464237,Skysuites @ Anson,D02,2,1560000,2228.57,1496.5,405
2026-06-07,500113940,Skysuites @ Anson,D02,2,1530000,2293.85,1491.6,367
2026-06-07,500154654,Skysuites @ Anson,D02,2,1550000,2323.84,1489.8,353
2026-06-07,24939861,Skysuites @ Anson,D02,2,1600000,2398.8,1485.4,320
2026-06-07,60173361,Skysuites @ Anson,D02,2,10000000,1869.16,1457.2,155
2026-06-07,500092273,Skysuites @ Anson,D02,2,1458888,2187.24,1497.9,417
2026-06-07,60214478,Skysuites @ Anson,D02,2,1450000,2173.91,1498.7,423
2026-06-07,24274787,Skysuites @ Anson,D02,2,1600000,2398.8,1485.4,320
2026-06-07,500102641,Skysuites @ Anson,D02,2,1530000,2188.84,1497.9,417
2026-06-07,500075224,Skysuites @ Anson,D02,2,1498000,2245.88,1494.5,389
2026-06-07,500135685,Skysuites @ Anson,D02,2,1550000,2214.29,1497.3,412
2026-06-07,23669754,Skysuites @ Anson,D02,2,1580000,2368.82,1487.2,333
2026-06-07,21339873,Skysuites @ Anson,D02,2,1490000,2233.88,1495.1,394
2026-06-07,500153648,Grandeur Park Residences,D16,2,1318000,2226,1509.5,512
2026-06-07,500001144,Waterfront Isle,D16,3,2200000,1596.52,1562.5,860
2026-06-07,500134933,Waterfront Isle,D16,2,1580000,1612.24,1566.1,874
2026-06-07,500089203,Waterfront Key,D16,2,1478000,1738.82,1536.3,720
2026-06-07,60075937,Waterfront Key,D16,2,1620000,1905.88,1522.8,621
2026-06-07,500097457,Waterfront Key,D16,2,1478000,1738.82,1536.3,720
2026-06-07,500115922,Waterfront Key,D16,2,1699999,1857.92,1526.7,651
2026-06-07,500082094,Waterfront Waves,D16,2,1630000,1682.15,1539.0,738
2026-06-07,60234718,Waterfront Gold,D16,2,1250000,1592.36,1529.6,672
2026-06-07,500097826,Parc Esta,D14,3,2599999,2713.99,1485.9,324
2026-06-07,500032994,The Antares,D14,2,1500000,2049.18,1512.6,538
2026-06-07,500132079,Vacanza @ East,D14,2,888000,1585.71,1545.5,777
2026-06-07,500163003,The Ebony,D14,2,1488000,1291.67,1579.8,916
2026-06-07,500069150,Sims Urban Oasis,D14,2,1250000,1874.06,1535.0,711
2026-06-07,500058924,Parc Esta,D14,2,1728000,2294.82,1515.9,565
2026-06-07,500044351,Sixteen35 Residences,D14,2,1250000,1682.37,1528.4,664
2026-06-07,500160179,The Octet,D14,2,730000,1508.26,1541.7,755
2026-06-07,24422654,Sixteen35 Residences,D14,2,1199999,1889.76,1506.0,483
2026-06-07,60137213,Sims Urban Oasis,D14,2,1288888,1932.37,1529.9,675
2026-06-07,500129578,Gems Ville,D14,3,2138000,1892.04,1477.7,267
2026-06-07,500072822,Penrose,D14,3,2190000,2286.01,1526.4,648
2026-06-07,60206158,Arena Residences,D14,3,1800000,2015.68,1526.2,647
2026-06-07,500035052,NoMa,D14,2,1150000,1750.38,1498.5,421
2026-06-07,500157691,Dakota Residences,D14,2,2000000,1955.03,1538.4,733
2026-06-07,500080291,Sims Urban Oasis,D14,2,1299999,2083.33,1517.2,576
2026-06-07,500040337,Sims Edge,D14,2,938000,1853.75,1516.0,567
2026-06-07,500060100,Arena Residences,D14,3,1800000,2230.48,1506.8,490
2026-06-07,500155209,Sims Urban Oasis,D14,3,2200000,2150.54,1507.8,498
2026-06-07,500088274,The Midas,D14,3,1700000,1089.05,1559.4,847
2026-06-07,500089251,Vacanza @ East,D14,2,1350000,1672.86,1541.3,752
2026-06-07,500164120,Starville,D14,3,1980000,1559.06,1511.8,532
2026-06-07,500072359,Urban Treasures,D14,3,1999999,2265.0,1503.0,459
2026-06-07,500096625,Central Imperial,D14,3,1180000,1501.27,1541.3,752
2026-06-07,500163169,Centra Residence,D14,2,1375000,1289.87,1585.8,930
2026-06-07,60116950,Sims Urban Oasis,D14,2,1200000,1769.91,1544.2,770
2026-06-07,500094651,D'Casita,D14,3,2950000,1593.73,1515.7,564
2026-06-07,500122213,The Navian,D14,2,1268888,1931.34,1503.4,461
2026-06-07,24958556,The Antares,D14,2,1500000,2049.18,1512.6,538
2026-06-07,500162539,Central Grove,D14,3,1899999,1575.46,1488.9,346
2026-06-07,500159753,Atrium Residences,D14,3,2530000,1114.05,1551.6,810
2026-06-07,25583852,The Lenox,D14,2,928000,1567.57,1511.7,530
2026-06-07,500061041,The Trumps,D14,2,1695000,1789.86,1542.0,757
2026-06-07,500162542,Grosvenor View,D14,2,1390000,1574.18,1550.4,805
2026-06-07,500013370,Tedge,D14,3,1550000,1693.99,1542.0,757
2026-06-07,500126840,Sims Green,D14,3,1500000,1211.63,1526.5,650
2026-06-07,500148926,Waterbank at Dakota,D14,2,2050000,2321.63,1519.2,592
2026-06-07,60201232,Simsville,D14,3,2068000,1655.72,1488.3,342
2026-06-07,500055504,Simsville,D14,3,1920000,1537.23,1503.4,462
2026-06-07,60084649,Astor,D14,3,1500000,1352.57,1515.3,561
2026-06-07,60219280,The Sunny Spring,D14,3,1698000,1659.82,1502.5,454
2026-06-07,500161138,Parc Esta,D14,2,1550000,2570.48,1498.5,421
2026-06-07,500103851,Waterbank at Dakota,D14,3,2900000,2263.86,1515.1,559
2026-06-07,500119222,Central Grove,D14,3,2750000,1228.23,1515.2,559
2026-06-07,500125602,Sims Urban Oasis,D14,3,2200000,2197.8,1504.1,467
2026-06-07,500160720,Sims Urban Oasis,D14,3,2200000,2150.54,1507.8,498
2026-06-07,500109843,Vacanza @ East,D14,2,965000,1723.21,1531.1,683
2026-06-07,500140106,#1 Suites (One Suites),D14,2,800000,1376.94,1541.9,756
2026-06-07,60003806,Sims Urban Oasis,D14,2,1250000,2003.21,1523.9,629
2026-06-07,500105555,The Navian,D14,3,1320000,1979.01,1492.1,370
2026-06-07,500123002,Parc Esta,D14,2,1590000,2503.94,1500.2,435
2026-06-07,60003820,Gems Ville,D14,3,2168000,1918.58,1475.7,254
2026-06-07,25167593,The Antares,D14,2,1428888,2142.26,1504.5,471
2026-06-07,23286610,Park Place Residences,D14,2,1450000,2244.58,1519.7,596
2026-06-07,500122562,Cassia View,D14,3,1948888,1617.33,1509.8,515
2026-06-07,500135814,The Alcove,D14,3,1699999,1233.67,1517.4,578
2026-06-07,500157920,The Antares,D14,3,1600000,1812.0,1526.5,649
2026-06-07,500102514,Vacanza @ East,D14,3,1999999,1418.44,1559.6,848
2026-06-07,500086479,NoMa,D14,2,1048888,1739.45,1499.6,430
2026-06-07,60107543,The Antares,D14,2,1820000,2113.82,1509.6,513
2026-06-07,500156470,Astor,D14,3,1450000,1307.48,1521.5,610
2026-06-07,25418058,The Antares,D14,2,1600000,1930.04,1523.2,624
2026-06-07,500076277,Astor,D14,3,1420000,1306.35,1521.7,613
2026-06-07,25473355,Sims Green,D14,3,1450000,1171.24,1532.9,696
2026-06-07,500129132,Park Place Residences,D14,3,3000000,2579.54,1489.6,351
2026-06-07,60143034,Central Grove,D14,3,1899999,1619.78,1483.3,305
2026-06-07,500050355,Sixteen35 Residences,D14,2,1030000,1622.05,1533.9,703
2026-06-07,500105513,Tedge,D14,3,1800000,1900.74,1524.8,636
2026-06-07,60047541,Waterbank at Dakota,D14,2,1290000,2067.31,1536.2,719
2026-06-07,500161544,The Alcove,D14,3,1750000,1222.07,1518.0,583
2026-06-07,500163785,Vacanza @ East,D14,2,1450000,1796.78,1528.6,665
2026-06-07,60192630,The Antares,D14,2,1399999,2130.9,1505.3,478
2026-06-07,500097584,Starville,D14,3,1850000,1520.13,1517.7,580
2026-06-07,500141558,Parc Esta,D14,2,1550000,2440.94,1503.5,462
2026-06-07,500071986,Urban Treasures,D14,3,2120000,2400.91,1493.1,379
2026-06-07,60184691,Cosmo,D14,2,1295000,1941.53,1504.8,474
2026-06-07,500111738,28 Imperial Residences,D14,2,999999,1345.89,1571.8,893
2026-06-07,500140695,Penrose,D14,2,1680000,2400.0,1523.1,623
2026-06-07,500118328,Dakota Residences,D14,3,2950000,2283.28,1504.3,469
2026-06-07,500132343,Sixteen35 Residences,D14,2,938000,1743.49,1518.1,583
2026-06-07,500153602,Tedge,D14,3,1800888,1901.68,1524.7,636
2026-06-07,60196996,The Antares,D14,2,1351888,2057.67,1511.0,525
2026-06-07,25445983,Arena Residences,D14,3,1900000,2127.66,1517.6,579
2026-06-07,60105254,Sims Green,D14,3,1600000,984.62,1560.1,850
2026-06-07,500099060,Arena Residences,D14,3,1900000,2127.66,1517.6,579
2026-06-07,60099397,Singa Hills,D14,2,1200000,1799.1,1530.4,679
2026-06-07,500158254,The Navian,D14,2,1300000,2012.38,1496.3,403
2026-06-07,500049832,The Antares,D14,2,1550000,2117.49,1507.4,495
2026-06-07,500153951,Centra Residence,D14,2,1330000,1247.65,1591.2,941
2026-06-07,24698622,The Waterina,D14,3,2620000,1932.15,1502.8,457
2026-06-07,60093063,Guillemard Suites,D14,2,1280000,1523.81,1500.3,437
2026-06-07,500067779,The Antares,D14,2,1550000,2183.1,1502.3,452
2026-06-07,500122116,Parc Esta,D14,2,1480000,2330.71,1512.3,536
2026-06-07,60071197,Casa Emerald,D14,3,1650000,1474.53,1516.5,570
2026-06-07,500004647,Moro Mansion,D14,2,1330000,1420.94,1504.8,473
2026-06-07,500121074,Simsville,D14,3,1920000,1537.23,1503.4,462
2026-06-07,24698191,Astor,D14,3,1450000,1307.48,1521.5,610
2026-06-07,60035278,Mori,D14,2,1529999,2154.93,1475.3,251
2026-06-07,500063467,Centra Residence,D14,2,1375000,1289.87,1585.8,930
2026-06-07,25431582,Rezi 24,D14,2,1100000,1702.79,1518.5,587
2026-06-07,25597815,Astor,D14,3,1450000,1307.48,1521.5,610
2026-06-07,500025965,Sims Urban Oasis,D14,2,1180000,1891.03,1533.4,700
2026-06-07,500082919,The Waterina,D14,3,2550000,2059.77,1493.5,381
2026-06-07,25013892,Waterbank at Dakota,D14,2,1350000,1795.21,1560.2,851
2026-06-07,17097616,Waterbank at Dakota,D14,2,1450000,2323.72,1516.0,566
2026-06-07,60187550,La Brisa,D14,2,950000,1837.52,1488.7,344
2026-06-07,60010136,Crystal Dew,D14,3,3100000,2164.8,1481.2,290
2026-06-07,500161977,The Trumps,D14,3,3550000,1157.11,1571.9,894
2026-06-07,60239383,The Waterina,D14,3,2550000,2059.77,1493.5,381
2026-06-07,25501448,Canne Lodge,D14,3,2300000,1526.21,1497.8,416
2026-06-07,25596864,Esta Ruby,D14,2,1650000,1722.34,1528.6,665
2026-06-07,500107937,The Champagne,D14,3,1728888,1708.39,1485.6,322
2026-06-07,500080481,Mori,D14,3,2010000,2051.02,1480.8,288
2026-06-07,500103155,The Antares,D14,2,1490000,2035.52,1513.7,547
2026-06-07,500161401,Rezi 35,D14,3,1399898,1756.46,1519.5,594
2026-06-07,500152972,The Waterina,D14,3,2950000,2191.68,1477.6,266
2026-06-07,500080836,Sims Urban Oasis,D14,2,1190000,1874.02,1535.0,711
2026-06-07,500089196,Euhabitat,D14,2,1500000,1583.95,1517.2,576
2026-06-07,60145898,Urban Treasures,D14,2,1250000,1934.98,1531.1,684
2026-06-07,500108003,Park Place Residences,D14,2,1650000,2473.76,1501.5,446
2026-06-07,500154651,Waterbank at Dakota,D14,2,1420000,2236.22,1522.8,621
2026-06-07,500035171,Waterbank at Dakota,D14,2,1450000,2323.72,1516.0,566
2026-06-07,500087191,Tropika East,D14,2,1330000,1583.33,1513.8,548
2026-06-07,500052549,Sims Green,D14,3,1450000,1171.24,1532.9,696
2026-06-07,500074790,Casa Sarina,D14,3,1999999,1498.13,1517.1,576
2026-06-07,500032329,Smart Suites,D14,2,1250000,1415.63,1548.5,794
2026-06-07,24237046,Sims Urban Oasis,D14,2,1400000,1688.78,1553.7,821
2026-06-07,60145463,Waterbank at Dakota,D14,2,1420000,2236.22,1522.8,621
2026-06-07,500012657,"⭐️ new FH, TOP, 3b dualkey, 4mins to Aljunied MRT ⭐️",D14,3,2180000,1792.76,1535.9,717
2026-06-07,500159778,Penrose,D14,2,1300000,2012.38,1550.1,803
2026-06-07,500143725,Vicenta Lodge,D14,3,1799999,1428.57,1489.5,350
2026-06-07,500148875,Waterbank at Dakota,D14,2,2050000,2321.63,1519.2,592
2026-06-07,500084769,Urban Treasures,D14,2,1490000,2306.5,1502.4,453
2026-06-07,500131288,Sixteen35 Residences,D14,3,1035000,1374.5,1553.7,821
2026-06-07,500129836,Penrose,D14,3,2580000,2445.5,1516.2,568
2026-06-07,60208087,The Antares,D14,2,1428000,2140.93,1504.5,471
2026-06-07,500136879,Sims Urban Oasis,D14,2,1180000,1891.03,1533.4,700
2026-06-07,60219219,Park Place Residences,D14,2,1500000,2248.88,1517.3,577
2026-06-07,60190105,Esta Ruby,D14,3,2299999,2035.4,1495.0,393
2026-06-07,500150505,Esta Ruby,D14,3,2050000,1814.16,1515.2,559
2026-06-07,25299478,Avant Residences,D14,2,799000,1516.13,1556.6,835
2026-06-07,500116881,Central Grove,D14,2,1590000,1554.25,1494.8,392
2026-06-07,500071353,Parc Esta,D14,2,1580000,2488.19,1501.4,445
2026-06-07,25312663,Mori,D14,2,1599000,2217.75,1470.2,221
2026-06-07,500144129,Guillemard Suites,D14,3,1800000,1742.5,1468.5,211
2026-06-07,500051039,Tedge,D14,3,1800000,1900.74,1524.8,636
2026-06-07,25379693,Tedge,D14,3,1800000,1798.2,1531.6,687
2026-06-07,60026130,Mori,D14,2,1550000,2149.79,1475.7,254
2026-06-07,500050208,Park Place Residences,D14,2,1645000,2466.27,1502.1,451
2026-06-07,60225902,317 upper paya lebar road,D14,3,1580000,1227.66,1532.8,696
2026-06-07,500105070,Sin Chuan Garden,D14,3,2500000,1801.15,1365.5,9
2026-06-07,500111987,Rezi 24,D14,2,850000,1717.17,1514.1,551
2026-06-07,500145648,The Antares,D14,2,1500000,2049.18,1512.6,538
2026-06-07,24743039,The Waterina,D14,3,2620000,1932.15,1502.8,457
2026-06-07,25408476,NoMa,D14,2,1060000,1757.88,1497.9,416
2026-06-07,23871832,Centra Heights,D14,2,1200000,2065.4,1494.2,387
2026-06-07,500158416,Urban Treasures,D14,3,1950000,2208.38,1507.0,492
2026-06-07,500157919,Ocho,D14,2,1483000,2118.57,1522.1,615
2026-06-07,25420104,Mori,D14,3,1910000,1929.29,1490.7,360
2026-06-07,25552771,Escada View,D14,3,1388888,1151.65,1523.3,625
2026-06-07,500046283,Suites @ Sims,D14,2,1100000,1525.66,1567.4,879
2026-06-07,25094211,Gems Ville,D14,3,2138000,1890.36,1478.0,269
2026-06-07,24654740,Gems Ville,D14,2,1593000,1996.24,1473.6,241
2026-06-07,24715531,Gems Ville,D14,3,2370000,1947.41,1473.3,239
2026-06-07,500124891,Penrose,D14,3,2580000,2445.5,1516.2,568
2026-06-07,25408192,Gems Ville,D14,2,1350000,1693.85,1499.1,426
2026-06-07,500111823,NoMa,D14,2,999999,1628.66,1510.4,520
2026-06-07,500122002,The Antares,D14,3,1988000,2251.42,1493.6,382
2026-06-07,60147410,Gems Ville,D14,3,2138000,1892.04,1477.7,267
2026-06-07,60105966,The Antares,D14,2,1428888,2142.26,1504.5,471
2026-06-07,500026085,Centra Heights,D14,2,1200000,2065.4,1494.2,387
2026-06-07,7124438,Prime Residence,D14,2,800000,1518.03,1541.7,754
2026-06-07,60101461,Central Grove,D14,3,1900000,1618.4,1483.4,306
2026-06-07,500114909,Urban Treasures,D14,3,1990000,2253.68,1503.9,466
2026-06-07,25244917,Rezi 26,D14,2,1330000,1564.71,1538.5,734
2026-06-07,23503599,Centra Heights,D14,2,1200000,2065.4,1494.2,387
2026-06-07,500155104,Urban Treasures,D14,3,2300000,2272.73,1501.4,445
2026-06-07,25243003,Sims Urban Oasis,D14,2,1400000,1688.78,1553.7,821
2026-06-07,21149054,Sims Urban Oasis,D14,3,1800000,1878.91,1532.1,690
2026-06-07,21715275,Sims Urban Oasis,D14,2,1170000,1875.0,1534.7,709
2026-06-07,500029290,Simsville,D14,2,1499000,1529.59,1509.7,514
2026-06-07,500035066,Simsville,D14,3,1920000,1537.23,1503.4,462
2026-06-07,500075703,Mori,D14,3,1910000,1993.74,1485.5,321
2026-06-07,500139390,Parc Esta,D14,2,1780000,2468.79,1503.8,465
2026-06-07,500155622,Wing Fong Mansions,D14,3,1650000,1460.18,1438.0,88
2026-06-07,500155529,Simsville,D14,3,1920000,1537.23,1503.4,462
2026-06-07,500116051,Arena Residences,D14,2,1300000,2367.94,1499.3,428
2026-06-07,500155258,Vacanza @ East,D14,2,1450000,1726.19,1535.9,717
2026-06-07,60180155,The Waterina,D14,2,2350000,1789.79,1516.5,570
2026-06-07,500009424,D'Weave,D14,2,1550000,1735.72,1533.0,697
2026-06-07,500154746,The Centren,D14,2,1280000,2051.28,1482.1,297
2026-06-07,23884593,The Sunny Spring,D14,3,2050000,1699.83,1499.7,431
2026-06-07,500044394,Parc Esta,D14,2,1599900,2153.3,1528.5,664
2026-06-07,23028158,Nicole Green,D14,2,1988000,2146.87,1426.7,62
2026-06-07,60019138,Zyanya,D14,3,2046000,2000.0,1505.5,479
2026-06-07,500140947,Parc Esta,D14,3,2580000,2693.11,1488.9,346
2026-06-07,24576667,The Waterina,D14,3,2620000,1932.15,1502.8,457
2026-06-07,500118894,Simsville,D14,3,1920000,1537.23,1503.4,462
2026-06-07,60242063,Euhabitat,D14,2,1500000,1583.95,1517.2,576
2026-06-07,500139066,Dakota Residences,D14,3,2950000,2283.28,1504.3,469
2026-06-07,500012726,33 Residences,D14,2,1249000,1784.29,1516.7,572
2026-06-07,500121247,Simsville,D14,3,1920000,1537.23,1503.4,462
2026-06-07,25522840,Urban Treasures,D14,2,1410000,2220.47,1509.0,508
2026-06-07,500053414,Rezi 24,D14,2,1080000,1894.74,1497.3,412
2026-06-07,60110246,Regal 35,D14,3,2000000,833.33,1573.8,900
2026-06-07,500011570,Mori,D14,2,1500000,2080.44,1481.2,291
2026-06-07,60035607,Mori,D14,2,1800000,2496.53,1449.5,125
2026-06-07,60002695,Astoria Park,D14,3,1695000,1290.94,1533.0,697
2026-06-07,500048864,Qube Suites,D14,2,1100000,1439.79,1496.8,408
2026-06-07,500111112,Simsville,D14,3,1900000,1521.22,1505.3,478
2026-06-07,60013984,Rezi 24,D14,2,960000,1856.87,1500.8,441
2026-06-07,25468703,Penrose,D14,2,1750000,2464.79,1516.6,571
2026-06-07,500081739,Astoria Park,D14,3,1728888,1316.75,1532.3,692
2026-06-07,500016223,Euhabitat,D14,2,1230000,1503.67,1527.5,657
2026-06-07,25473385,Sims Green,D14,3,1450000,1171.24,1532.9,696
2026-06-07,500055838,Sixteen35 Residences,D14,2,938000,1743.49,1518.1,583
2026-06-07,500052567,Atrium Residences,D14,3,1665000,1594.83,1522.2,616
2026-06-07,25127649,Casa Sarina,D14,2,1718000,1733.6,1494.5,389
2026-06-07,500133684,Grosvenor View,D14,2,1949999,1500.0,1550.9,807
2026-06-07,60245376,The Antares,D14,2,1600000,1930.04,1523.2,624
2026-06-07,500137610,Grosvenor View,D14,2,1949999,1509.29,1549.9,802
2026-06-07,500053196,Rezi 24,D14,2,1150000,1750.38,1513.9,549
2026-06-07,25586320,Avant Residences,D14,2,799000,1516.13,1556.6,835
2026-06-07,500066217,Loft 33 @ Geylang,D14,3,1676491,1354.19,1522.9,622
2026-06-07,25420041,Viento,D14,2,900000,1707.78,1523.2,624
2026-06-07,500091966,Penrose,D14,2,1800000,2258.47,1534.0,704
2026-06-07,500013505,"❤️ 3bed dual key, cheap FH, TOP 2025, in the east, fr 19xxpsf ❤️",D14,3,2290000,1883.22,1529.2,670
2026-06-07,500040338,Central Grove,D14,3,1780000,1450.69,1503.9,466
2026-06-07,500013848,Smart Suites,D14,3,1499999,1289.77,1552.8,817
2026-06-07,60233870,Mori,D14,2,1550000,2183.1,1473.0,237
2026-06-07,24896883,Guillemard View,D14,3,1800000,1547.72,1478.4,272
2026-06-07,500012570,Sixteen35 Residences,D14,2,1200000,1923.08,1502.7,456
2026-06-07,500113769,Residences 88,D14,2,1099000,1481.13,1552.5,815
2026-06-07,60167504,Regal 35,D14,2,1310000,1431.69,1519.1,592
2026-06-07,60069331,The Antares,D14,2,1500000,2049.18,1512.6,538
2026-06-07,500072488,Urban Treasures,D14,2,1520000,2171.43,1513.5,546
2026-06-07,500006673,Central Grove,D14,3,1750000,1426.24,1507.1,492
2026-06-07,500128010,Grosvenor View,D14,2,1949999,1509.29,1549.9,802
2026-06-07,8854865,Kembangan Suites,D14,2,880000,1777.78,1520.1,599
2026-06-07,500143010,Parc Esta,D14,2,1030000,1996.12,1536.3,720
2026-06-07,500142755,Smailing Court,D14,3,1800000,1480.26,1520.3,601
2026-06-07,25518989,Park Place Residences,D14,2,1645000,2426.25,1506.9,491
